ticket_id,title,description,issue_type,customer_type,channel,previous_complaints,hours_open,impact_level,priority
TKT-10153,Profile update not saving properly,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Server Down,Regular,Phone Call,2,9.36,Medium,Medium
TKT-10154,Email notifications not arriving,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Payment Issue,Regular,Chat,3,9.77,Low,Medium
TKT-10155,Change password label text suggestion,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Security Problem,Regular,Phone Call,3,43.88,High,Low
TKT-10156,Spelling error in help documentation,There is a small spelling error on the help page – 'recieve' should be 'receive'. Minor but worth fixing.,Account Suspension,Regular,Chat,3,38.59,High,Low
TKT-10157,API endpoint returning 500 errors in production,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Feature Request,Premium,Phone Call,6,2.83,High,High
TKT-10158,Feature not working as expected,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Technical Bug,Premium,Email,4,15.71,Medium,Medium
TKT-10159,Add CSV export option,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Feature Request,Regular,Phone Call,3,24.04,Medium,Low
TKT-10160,Tooltip text unclear on settings page,The onboarding tutorial skips some advanced features. New users are confused about how to set up automated workflows.,Feature Request,Regular,Phone Call,1,66.42,Low,Low
TKT-10161,Export to PDF producing blank file,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Feature Request,Regular,Chat,3,11.62,Medium,Medium
TKT-10162,Request for additional report filter,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Security Problem,Regular,Email,2,6.22,Low,Low
TKT-10163,Search results returning outdated data,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Login Issue,Premium,Phone Call,1,6.62,Medium,Medium
TKT-10164,Request for additional report filter,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Account Suspension,Regular,Email,1,45.02,Low,Low
TKT-10165,Tooltip text unclear on settings page,The onboarding tutorial skips some advanced features. New users are confused about how to set up automated workflows.,Server Down,Premium,Chat,2,50.32,Low,Low
TKT-10166,Search results returning outdated data,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Technical Bug,Premium,Phone Call,4,18.18,Medium,Medium
TKT-10167,Spelling error in help documentation,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Other,Regular,Phone Call,3,69.74,Medium,Low
TKT-10168,Account suspended unexpectedly – urgent,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Security Problem,Regular,Phone Call,11,3.74,High,High
TKT-10169,Improve onboarding guide,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Other,Premium,Email,1,60.68,Low,Low
TKT-10170,Add CSV export option,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Feature Request,Regular,Chat,2,20.8,High,Low
TKT-10171,API endpoint returning 500 errors in production,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Account Suspension,Premium,Chat,15,0.58,Low,High
TKT-10172,Feature not working as expected,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Technical Bug,Premium,Email,1,1.36,Medium,Medium
TKT-10173,Profile update not saving properly,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Technical Bug,Regular,Chat,2,6.72,Low,Medium
TKT-10174,Profile update not saving properly,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Payment Issue,Regular,Phone Call,4,12.34,Low,Medium
TKT-10175,Feature not working as expected,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Technical Bug,Regular,Phone Call,2,11.84,Medium,Medium
TKT-10176,API endpoint returning 500 errors in production,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Server Down,Premium,Chat,15,3.95,High,High
TKT-10177,Request for new feature in dashboard,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Other,Premium,Email,0,28.93,Low,Low
TKT-10178,Payment processing delayed by 2-3 minutes,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Security Problem,Premium,Phone Call,1,7.69,Medium,Medium
TKT-10179,DDoS attack in progress – site unreachable,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Security Problem,Regular,Email,4,2.86,High,High
TKT-10180,Server completely down – production halted,All payment transactions are failing with error code 500. Our entire e-commerce pipeline is halted. Customers cannot complete purchases. We are losing thousands per hour.,Server Down,Premium,Phone Call,7,2.06,High,High
TKT-10181,Intermittent login failures reported,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Login Issue,Regular,Email,1,17.45,Medium,Medium
TKT-10182,Update FAQ section,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Server Down,Regular,Phone Call,3,27.72,Low,Low
TKT-10183,Two-factor authentication failing sometimes,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Account Suspension,Regular,Email,1,9.18,High,Medium
TKT-10184,Dashboard displaying incorrect statistics,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Payment Issue,Regular,Email,3,9.47,Medium,Medium
TKT-10185,Dashboard displaying incorrect statistics,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Payment Issue,Regular,Phone Call,3,12.68,Medium,Medium
TKT-10186,Request for new feature in dashboard,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Account Suspension,Regular,Phone Call,1,68.84,Low,Low
TKT-10187,Search results returning outdated data,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Payment Issue,Premium,Phone Call,6,7.96,Medium,Medium
